id,real,type,repo,commit_hash,component,symptom,bug_pattern,comment,localization
1263,bug,Classical,QE-Lab/OpenQL,1636cd193eaa104f5cc118fc9a3eb58acfc8b579,"Infrastructural Scripts and Glue Code, Testing",Unclear,"Typo, String Bug","The Toffoly gate was wrongly represented by ""MA"" string, instead of ""AM"". Therefore the test code never called that toffoli related decomposition. Reporter: ""the option is read and checked against ""AM"" and then the function toff_kernel.controlled_cnot_AM is called. Because the option enabled was ""MA"" this decomposition was never called.""",https://github.com/QE-Lab/OpenQL/commit/1636cd193eaa104f5cc118fc9a3eb58acfc8b579#diff-5ec569272c90af4a1e1f56660924367f3c8e0527ced86a6728eae2f92e6fb7f5L85
1266,bug,Classical,QE-Lab/OpenQL,48d7fe339f4ce00b9df31c04ef82b8cb30124035,"Machine Code Generation, Classical Abstractions",Unclear,String Bug,"During compilation there were two registers used for the same purpose. One for ""delay calibration"" and the other for ""FOR loop"".",https://github.com/QE-Lab/OpenQL/commit/48d7fe339f4ce00b9df31c04ef82b8cb30124035#diff-1a4d9eb247ae58b96e813167e6e121fc1b0d4518980dc4ee531676ca6f377035L556
1270,bug,Classical,QE-Lab/OpenQL,136270124a3c1777d996e0ae4914f503f7a2dadd,Infrastructural Scripts and Glue Code,Inefficiency,"Misconfiguration, Misconfiguration - Building","Fixer: ""Move unitary logic into separate compile unit, to prevent its dependencies (notably Eigen) from having to be parsed/template-expanded for every other compile unit as well."".",https://github.com/QE-Lab/OpenQL/commit/136270124a3c1777d996e0ae4914f503f7a2dadd#diff-4408d5215dcdc79afc90cb74c0501afdfd539f77db821cb885987ddfbba6f200R37
1279,bug,Classical,QE-Lab/OpenQL,e2410dfc0207373f23cc4c7ec767c4d0a7e9425b,"Infrastructural Scripts and Glue Code, Testing",Compilation Error,"Misconfiguration, Misconfiguration - Building","Fixer: ""This fixes compilation of C++ programs when linked against OpenQL statically (as done by setup.py when the OPENQL_BUILD_TESTS env variable exists).""",https://github.com/QE-Lab/OpenQL/commit/e2410dfc0207373f23cc4c7ec767c4d0a7e9425b#diff-1e7de1ae2d059d21e1dd75d5812d5a34b0222cef273b7c3a2af62eb747f9d20aR350
128,bug,Classical,PennyLaneAI/pennylane,c267cd0337414a6e3e8296629a8914032806cda7,Domain-specific Abstractions,Incorrect Output,"Incorrect IR - Wrong Information, Overlooked Corner Case, Type Problem","Bug: during autodifferentiation, if only a single argument is differentiated, the returned gradient does not match the cost function return type.",https://github.com/PennyLaneAI/pennylane/commit/c267cd0337414a6e3e8296629a8914032806cda7#diff-f2b8ab62a58b98e000e9ec76ea44810cb0a3728ce213cfe429bfae6f095a634dR130
1280,bug,Classical,QE-Lab/OpenQL,0648b0e443d5645a27894f4a5ed7ec6cda0ffb85,"Infrastructural Scripts and Glue Code, Testing","Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Building","Fixer: ""The code was not C++11 conformant, particularly due to this inane C++ standardese illogic.""",https://stackoverflow.com/questions/39344444/brace-aggregate-initialization-for-structs-with-default-values
1287,bug,Classical,QE-Lab/OpenQL,39c9098df670306bb5a37c5006c7b9340252bef7,Machine Code Generation,"Crash - OS/PL Error, Crash","Incorrect Application Logic, Incorrect Scheduling","Fixer: ""Inconsistent event-node pair commutation rule application during DDG construction was causing assertion failures in some cases, specifically when a statement causes multiple events that would not commute with each other if they weren't due to the same statement.""",https://github.com/QE-Lab/OpenQL/commit/39c9098df670306bb5a37c5006c7b9340252bef7#diff-327a85741aa2edfd00e39557c7cac80694cdcdd271ebbb8de0bc9c927de6ee21L393
1288,bug,Classical,QE-Lab/OpenQL,be54ea333f9b2fc76056bf48af4d638e4ebd2f78,Machine Code Generation,Incorrect Output,Overlooked Corner Case,Fix statements like an infinite loop not causing any data dependency graph events,https://github.com/QE-Lab/OpenQL/commit/be54ea333f9b2fc76056bf48af4d638e4ebd2f78#diff-327a85741aa2edfd00e39557c7cac80694cdcdd271ebbb8de0bc9c927de6ee21R458
1327,bug,Classical,quantumlib/Cirq,367485cfc7ff58eb99a84591f3b007365f6cad3b,Infrastructural Scripts and Glue Code,Unclear,"Misconfiguration, Misconfiguration - Installation","fix: steup.py was looking for the wrong folder to install cirq, when cirq was a dependency, such as in Open fermion",https://github.com/quantumlib/Cirq/commit/367485cfc7ff58eb99a84591f3b007365f6cad3b#diff-60f61ab7a8d1910d86d9fda2261620314edcae5894d5aaa236b821c7256badd7L36
1331,bug,Quantum,quantumlib/Cirq,342bcc3cfe455e403dbf51a3bf71e85211c3cf36,Optimizations,Incorrect Output,Incorrect Numerical Computation,"The optimizer uses a wrong axis_half_turns parameters, the  formula passed there is wrong.",https://github.com/quantumlib/Cirq/commit/342bcc3cfe455e403dbf51a3bf71e85211c3cf36#diff-02bb6beb2020510e9a4e6e31764dcf68da8e9c8bd880b153134e2c7877564105L225
136,bug,Quantum,PennyLaneAI/pennylane,1a48733e25caa373966a03dcc0d073420fcd5fed,"Domain-specific Abstractions, Quantum Abstractions","Crash - Application Error, Crash",Incorrect IR - Missing Information,"Fixer: ""Applying the Torch interface, twice, to an expanded tape, resulted in an error. This is because the expand() function was not retaining the __bare__ attribute of the tape, which stores the original (pre-interface) class of the tape.""",https://github.com/PennyLaneAI/pennylane/commit/1a48733e25caa373966a03dcc0d073420fcd5fed#diff-623e66c8ae66d931f7ff2f4865667035e78cd3cacbb9734040f127db0ba56e04R156
1372,bug,Quantum,quantumlib/Cirq,94181e2784bf9a7b4259503db8a4f6808325bcf2,"Quantum Abstractions, Visualization and Plotting",Incorrect Output,Incorrect Application Logic,"Reporter: ""For example, the qubit count reported to the sub gate will be one too large at the moment. This can result in bad diagram info.""",https://github.com/quantumlib/Cirq/commit/94181e2784bf9a7b4259503db8a4f6808325bcf2#diff-8d6bc427bfd2abe1486babd43d5e5b60da3c283586f00b6949a4c5396d8fdd03R119
138,bug,Quantum,PennyLaneAI/pennylane,ee9436ca19e40fa20fac83d1da3c4fd6571fb48c,Quantum State Evaluation,"Crash - OS/PL Error, Crash",Overlooked Corner Case,"Fixer: ""Using qml.sample once or multiple times with a shot vector [raises] an error."" Chengelog: ""Sampling works correctly with batches of shots specified as a list""",https://github.com/PennyLaneAI/pennylane/commit/ee9436ca19e40fa20fac83d1da3c4fd6571fb48c#diff-2bac275514b4eb9821d65d3204887b470da7c6cca675363a4b970c94d8be1513R190
140,bug,Classical,PennyLaneAI/pennylane,ef87a8cf35accfbb556fab13210288f9c46b358b,"Domain-specific Abstractions, Quantum Abstractions","Crash - OS/PL Error, Crash",API Outdated - Internal,"Reporter: ""In v.0.15 of PennyLane, two conflicting changes were made: [...] As a result, qml.adjoint() no longer works with templates."" ",https://github.com/PennyLaneAI/pennylane/commit/ef87a8cf35accfbb556fab13210288f9c46b358b#diff-33c13e0b177bacd2f02e29bcb8aea5b49e7ce34901fd8f41fefb65defba1bd33R467
1417,bug,Quantum,quantumlib/Cirq,a3ab283cecf50c9e74e6f5a586e07f63e55cac8a,Testing,Failing Test,"Numerical Error, Flaky Test","Fixer: ""Before it failed 6/10000 times, now it failed 0/200000."" They increase the tolerance, the error allowed now is much bigger between expected and obtained results",https://github.com/quantumlib/Cirq/commit/a3ab283cecf50c9e74e6f5a586e07f63e55cac8a#diff-c18a78ce6379df3d41a63893fb9f48e62d8f82f511c4ce743228505400faeeb9L241
1464,bug,Quantum,quantumlib/Cirq,4dae9b2c766fb9cd5a24bce655020b63c0ed47ac,Quantum State Evaluation,"Incorrect Final Measurement, Incorrect Output",Overlooked Qubit Order,"Reporter: ""n-qubit state tomography returns incorrect density matrices on some inputs, notably on asymmetric circuits with qubits re-ordered"". Fixer: ""Fix #2738 by taking qubit order into account in formulating the system of linear equations.""",https://github.com/quantumlib/Cirq/commit/4dae9b2c766fb9cd5a24bce655020b63c0ed47ac#diff-0a76961ea0fc9a5052c4b126197efdf504c72eb7b1e512b2dcea15f3929b0706R106
1467,bug,Classical,quantumlib/Cirq,875132cf97190c016023c20958f69a675376a160,Testing,Inefficiency,Incorrect Randomenss Handling,"The test are labelled as flaky in the sense they take too long to execute (due to the randomness), the solution is to add a random seed to avoid randomness and create circuits which execute in shorter time. ",https://github.com/quantumlib/Cirq/commit/875132cf97190c016023c20958f69a675376a160#diff-bec8a1595ce103af23d8d05cb8553e471cc179acb9cb54b613cd5bf6aaf20ed3L33
1496,bug,Quantum,quantumlib/Cirq,df52d1c6168d2f64cef4045b1c4a149c98e807d3,Machine Code Generation,Incorrect Output,Incorrect Numerical Computation,The KakDecomposition uses a wrong coefficent in a math formula when working wit Pauli Objects.,https://github.com/quantumlib/Cirq/commit/df52d1c6168d2f64cef4045b1c4a149c98e807d3#diff-2d4cb309ccbe380db60478b8f5aea351e47efeef8c440536cd7257b119f89d2fL682
150,bug,Quantum,PennyLaneAI/pennylane,a4d7abdc047869a2d378e54c7b1cc0b036ae7625,"Domain-specific Abstractions, Intermediate Representation",Incorrect Output,Incorrect IR - Missing Information,"Reporter: ""Currently, the jax interface fails to return correct results with the adjoint differentiation method. The Jax interface makes a copy of the current tape to take it's derivative, but the tape copy didn't copy over differentiation information."" Fixer: ""Copying the `JacobianTape` now correctly also copies the `jacobian_options` attribute. This fixes a bug allowing the JAX interface to support adjoint differentiation.""",https://github.com/PennyLaneAI/pennylane/commit/a4d7abdc047869a2d378e54c7b1cc0b036ae7625#diff-9bf76a19d23b17ec0985418176091ead61c6095db4e39260da900e0962c4e9dbR96
1518,bug,Classical,quantumlib/Cirq,7c8c959e5e4b90f857cd1539279c51d30224033c,Intermediate Representation,"Crash - OS/PL Error, Crash",API Outdated - Internal,"Reporter: ""cirq.TrialResult was deprecated for cirq.Result, however the json parsing did not follow correctly the deprecation, the new code breaks on the old json format."" ""The @deprecated decorator was used incorrectly on a class which made cirq.TrialResult into an object of type function"". This code is used while reading the json format and mapping it to the correpsonding cirq function.",https://github.com/quantumlib/Cirq/commit/7c8c959e5e4b90f857cd1539279c51d30224033c#diff-c695981be3379077d1ffc25656431cb07d7daa09a3cc8a7e8e9a17b9bf18e09eR163
1537,bug,Classical,quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba,Tutorial and Examples,"Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation",Missing import in a notebook,https://github.com/quantumlib/Cirq/commit/00f29904c6de484c6bd273fdca47bc80a0f84eba#diff-f22c9355af317c9b469707505afdbc8c31ab3065357878805ddd695981942fddR102
154,bug,Quantum,PennyLaneAI/pennylane,614db57b02536bb09fbfbae853ceff8878b928af,"Domain-specific Abstractions, Intermediate Representation","Crash - Application Error, Crash",GPU related,"Fixer: ""Fixed a bug in the `torch` interface that prevented gradients from being computed on a GPU""",https://github.com/PennyLaneAI/pennylane/commit/614db57b02536bb09fbfbae853ceff8878b928af#diff-370edfc7aaeadae49c34fd9f60c78db08cd8e5df42929c426a76adabecc8aab6L187
1555,bug,Classical,quantumlib/Cirq,18c97b3fc3f776a830b25871aabc2b6b1255b301,"Interface to Quantum Computer, Quantum State Evaluation","Crash - OS/PL Error, Crash",Type Problem,"Reporter: ""cirq.Result is supposed to be supplied measurement results as a dict from string to a multidimensional numpy array. However it is possible to instead supply the value as a list of lists. In this case cirq.Result equality will still work, but it will fail to when converted to a string (since __str__ uses numpy slicing)."" This happen in IonQ result object",https://github.com/quantumlib/Cirq/commit/18c97b3fc3f776a830b25871aabc2b6b1255b301#diff-10abf9300bf325b41470597a13ac8fb774faf5462216b881946ccd49f7c86b31L255
156,bug,Classical,PennyLaneAI/pennylane,a5b9b23952b7cad3528d0b64f1084d0e40b563ab,Quantum Abstractions,Incorrect Output,Missing Implementation,"Reporter: ""When I try to perform the inverse of the QFT operator, it does not include it in the circuit (and no error appears)."" Fixer: ""The method .adjoint() of the operation QFT was not implemented. The operation QFT has now an adjoint function that can be used to take the inverse of it""",https://github.com/PennyLaneAI/pennylane/commit/a5b9b23952b7cad3528d0b64f1084d0e40b563ab#diff-16c76e7df1e0df6652b4b4a6768d0057e7c1f171e2e1d925aaa22da1da2b857dR2649
1571,bug,Classical,quantumlib/Cirq,51dc09663cc862b7a964aaab2c59952737a44b7b,Infrastructural Scripts and Glue Code,"Crash - OS/PL Error, Crash","Misconfiguration, Misconfiguration - Installation","This bug happens in a python file which import libraries in a diret way with importlib, because of compatibility issues.",https://github.com/quantumlib/Cirq/commit/51dc09663cc862b7a964aaab2c59952737a44b7b#diff-8c65c186574b07a8a42b2599ff954b858f2d41e55596710cfb9c1e372248ab24L328
159,bug,Quantum,PennyLaneAI/pennylane,c9745b96717854aeba77ba9b43e8144115f63a28,Domain-specific Abstractions,"Crash - OS/PL Error, Crash","API Outdated - Internal, Overlooked Corner Case","Reporter: ""The reason is that specs (or more precisely, tape.diagonalizing_gates) assumes that an observable has diagonalizing_gates defined. The new Hamiltonian observable does not, since we do not know its diagonalisation.""",https://github.com/PennyLaneAI/pennylane/commit/c9745b96717854aeba77ba9b43e8144115f63a28#diff-623e66c8ae66d931f7ff2f4865667035e78cd3cacbb9734040f127db0ba56e04R981
16,bug,Quantum,Qiskit/qiskit-ignis,838bc0f750d63b4ea14789fd174f9a10f51f61c2,Testing,Failing Test,Incorrect Numerical Computation,"Reporter: ""Fixed entanglement test"". Similar fixer: ""Following assertion fails due to faulty entanglement verification/counting logic. even_counts==0, odd_counts==16, which are quite wrong for 1024 shots.""",https://github.com/Qiskit/qiskit-ignis/commit/838bc0f750d63b4ea14789fd174f9a10f51f61c2#diff-31ab571f30e97bf2f6b48b5063a1753cc5bca7b0249a41b2a69db0dc407895f1L66
160,bug,Quantum,PennyLaneAI/pennylane,382b4f58b3c22cc2cfbb84205087733228b54807,Domain-specific Abstractions,Failing Test,Incorrect Application Logic,"Fixer: ""Fix bug when computing expectations of Hamiltonians using TensorFlow."". Fixer: ""tensorflow differentiation tests were skipped due to a typo. It turns out that they were failing, which uncovered a subtle issue.""",https://github.com/PennyLaneAI/pennylane/commit/382b4f58b3c22cc2cfbb84205087733228b54807#diff-de11d81f98355f2f4edd6629dd2816aaa8ca5b15cbac0a646d12de711beceaaeL159
1612,bug,Quantum,quantumlib/Cirq,504bdbb9bb30249d85ecf7ba199b047150ee33f3,Optimizations,Other Non-functional,"Overlooked Corner Case, Type Problem","Reporter: ""MergeInteractions checks for isinstance(op, GateOperation) if allowe_partial_czs = False and hence it doesn't behave well with TaggedOperations."" Fixer: :""MergeInteractions skips merging CZ gates if there are already equal or fewer in a sequence than the synthesized result (to prevent increasing the gate count). Previously, a tagged partial CZ gate could slip through and not be optimized even if allow_partial_czs=False.""",https://github.com/quantumlib/Cirq/commit/504bdbb9bb30249d85ecf7ba199b047150ee33f3#diff-3a9e8688433365980284dcf75ece16dd51c036abd7d1e69be0484a6b1c6fac40L58
1633,bug,Quantum,aws/amazon-braket-sdk-python,ab63ab5fd81d1432f178d6ec3c3a061adfe62145,Visualization and Plotting,"Incorrect Visualization, Incorrect Output",Overlooked Corner Case,"Moment in a circuit refers to discrete time intervals in which we can schedule our operations. When we create a circuit we might have gates which act on different qubits. If that is the case we should allow two gate scheduled on different qubits to belong to the same moment. In the internal representation this is already the case, but when the plotting function which represent the circuit is called, then two overlapping CNOT gates (which require 2 qubit each) will be scheduled in two separate moments according to the ASCII output. Which makes a bug.",https://github.com/aws/amazon-braket-sdk-python/commit/ab63ab5fd81d1432f178d6ec3c3a061adfe62145#diff-222852c2cf35ce45da2e2cc67ae59ee96c755d70b6b57c878f859a7b271caf05R125
1651,bug,Quantum,aws/amazon-braket-sdk-python,29ccb5a17dbc05e2a5f8e9e5da23b9410eec1fbe,Quantum Abstractions,Incorrect Output,"Incorrect IR - Wrong Information, Incorrect Application Logic, Qubit Count Related","Fixer: ""add observable targets that are not in instructions to circuit qubit count and qubits""",https://github.com/aws/amazon-braket-sdk-python/commit/29ccb5a17dbc05e2a5f8e9e5da23b9410eec1fbe#diff-8e14641d7444d5b037441b44487bb58d7d4430d0e6077da153cf641d74ad1217R195
1652,bug,Classical,aws/amazon-braket-sdk-python,ef5e18ea5c88b5ee30d8012c790e06c78da810a8,Interface to Quantum Computer,Inefficiency,"Incorrect Application Logic, Incorrect IR - Wrong Information","Bug: The cache of the quantum task was not updated correctly, when the user requested the metadata asking for the non cache data, the data were not update in the cache.",https://github.com/aws/amazon-braket-sdk-python/commit/ef5e18ea5c88b5ee30d8012c790e06c78da810a8#diff-45be8c166e0401b341ced4565ff785d99bbc8e98cee0763bf97e451907cd2ac3R259
1659,bug,Classical,aws/amazon-braket-sdk-python,bf724236a3fcfdc5bab1a3dddf28e983cbf90038,Interface to Quantum Computer,"Crash - Application Error, Crash",Incorrect Resource Access,"Fixer: ""AwsDevice.get_devices() creates a new AwsSession object for each region that devices can be found and then creates an AwsDevice object for each device found, using the last AwsSession created. However, there is no guarantee that each device even exists in the session's region. This is fine for QPUs, since the correct region is automatically used; this is not the case for simulators, which have been assumed to exist in every region. TN1 does not exist in every region, get_devices() will always fail. This commit fixes the bug by only instantiating simulators that are available in the current region in AwsDevice.get_devices.""",https://github.com/aws/amazon-braket-sdk-python/commit/bf724236a3fcfdc5bab1a3dddf28e983cbf90038#diff-8e84c96ac0d1be67cd6d772a4c1bbf7df5ab8fcace1aeb92446af87f63cc8d25R408
1660,bug,Classical,aws/amazon-braket-sdk-python,5164b39363dd2d8d46152953e066c33789babe8c,Interface to Quantum Computer,Inefficiency,Overlooked Corner Case,"Fixer: 'If the region is not the same as the current session's region and only simulators are requested, then search_devices will not be called at all because simulators are only retrieved for the current region"".",https://github.com/aws/amazon-braket-sdk-python/commit/5164b39363dd2d8d46152953e066c33789babe8c#diff-8e84c96ac0d1be67cd6d772a4c1bbf7df5ab8fcace1aeb92446af87f63cc8d25R405
1662,bug,Classical,aws/amazon-braket-sdk-python,3ddde05e03643a867c6b4266d835d00ea57c9d67,Testing,"Crash - OS/PL Error, Crash",API Misuse - Internal,"For a test which require a random circuit we need to select a random qubit to act on. To do that we use random.randint(a, b), but it gets a <= x <= b, extrema included. The bug was that the developer thought that b was excluded (similarly to range), and then it crashed.",https://github.com/aws/amazon-braket-sdk-python/commit/3ddde05e03643a867c6b4266d835d00ea57c9d67#diff-d78814d6531a055488e0a21fab9c3bd29aa5f5f965a19071037e902b26086bd9L44
1663,bug,Classical,aws/amazon-braket-sdk-python,baaccfd47b4ca6a015e6446b580aef3584fede3d,Interface to Quantum Computer,Unclear,"API Misuse - External, Wrong Concept",The job is submitted to the server and run there. It uses the library ayncio in python. The bug consists in using the event_loop of the client instead of that of the server (https://docs.python.org/3/library/asyncio-eventloop.html#asyncio.Server.get_loop ),https://github.com/aws/amazon-braket-sdk-python/pull/199/files#diff-45be8c166e0401b341ced4565ff785d99bbc8e98cee0763bf97e451907cd2ac3L277
1667,bug,Quantum,aws/amazon-braket-sdk-python,ba4cea0217ea96ea825533c6af01f24647bbda90,Interface to Quantum Computer,Incorrect Output,Overlooked Corner Case,"Fixer: ""if the QPU (its device_arn) is unknown, search until it is found"".",https://github.com/aws/amazon-braket-sdk-python/commit/ba4cea0217ea96ea825533c6af01f24647bbda90#diff-8e84c96ac0d1be67cd6d772a4c1bbf7df5ab8fcace1aeb92446af87f63cc8d25R334
1678,bug,Quantum,aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,Quantum Abstractions,Incorrect Output,"Incorrect Application Logic, Qubit Count Related","Fixer: ""Introduces `fixed_qubit_count` so customers don't need to instantiate a gate or noise operation to see its qubit count. Also fixes a bug (REAL BUG HERE) that occurs when checking compatibility of gate and noise qubit counts, where the gate is always instantiated with no arguments, which obviously fails for parametrized gates."". We count all the modification for this beacuse the fix qubit api was required to fix also the gate and noise compatibility.",https://github.com/aws/amazon-braket-sdk-python/commit/9bdf26cb7e8a0973fe33e880cf0623189a33fe6b#diff-b1679f5c4ab9e13b68177ea62ab11fbf6f7d171711a64983145d6155963dcd42R71
1680,bug,Classical,aws/amazon-braket-sdk-python,74905c286284164d7a1e05c8c0775474dd093b9b,Quantum State Evaluation,"Crash - OS/PL Error, Crash",Overlooked Corner Case,"A tensor product can be initialized with a list of obeservables, but some obserable can be TensorProduct, which than include other observables within themselves. Therefore a flattening is required to have a TensorProduct represented as a flat list of the observables in it. The bug-fix propose a flattening routine to obtain the atomic observable of each TensorProduct during initialization. The observables give the measurement context.",https://github.com/aws/amazon-braket-sdk-python/commit/74905c286284164d7a1e05c8c0775474dd093b9b#diff-8aa38c1ca7f9bd673ed924c30252ce408a1476565185f5976d5098233ad23ab3L184
1682,bug,Classical,aws/amazon-braket-sdk-python,cc704fa77d1570729f887a230ef9fc60bcff8df5,Quantum Abstractions,Incorrect Output,Incorrect IR - Wrong Information,"A default parameter is a dictionary, and by default they want it to be empty but initializing it in the method signature is wrong, because multiple method calls share the same representation.",https://github.com/aws/amazon-braket-sdk-python/commit/cc704fa77d1570729f887a230ef9fc60bcff8df5#diff-8e14641d7444d5b037441b44487bb58d7d4430d0e6077da153cf641d74ad1217L421
1685,bug,Classical,unitaryfund/mitiq,1d9640d6be47cd575034e243cfa12e8668cfc9ad,Quantum State Evaluation,Incorrect Output,"Incorrect Numerical Computation, Imprecise Result","Fix the number of folding for the unitary folding procedure (use in the error mitigation via zero noise estimation procedure). Fixer: ""Fixes bug with small stretches by adding a check of num_to_fold is zero + rounds num_to_fold up or down instead of always rounding down to nearest integer.""",https://github.com/unitaryfund/mitiq/commit/1d9640d6be47cd575034e243cfa12e8668cfc9ad#diff-ca02ac013ac285f7828e670953dbdd9495d03a79a29898baf6aa95c53d5e88d6R110
1687,bug,Quantum,unitaryfund/mitiq,5fc12d5e4688ba4006eb4a733379b61c0e9c2b45,Quantum State Evaluation,Incorrect Output,"Incorrect Numerical Computation, Imprecise Result","The bug is in the unitary folding procedure which is used to amplify the noise artificially by reapplying the same gate a number of times. The bug consisted in the wrong formula to compute the remaining gate to apply, usually we should apply G and G inverse to make sure that the final unitary is still preserved. The formula missed a 2 factor which accounts for the couple (G, G inverse).",https://github.com/unitaryfund/mitiq/commit/5fc12d5e4688ba4006eb4a733379b61c0e9c2b45#diff-562dbc8ffe827639946115b9c1eb7ae9ee4b150ff61a5ba7e15f876a290d2954L596
1688,bug,Quantum,unitaryfund/mitiq,ce91935c9cc3107eb49f5aad32ded6bf689b777a,Testing,Incorrect Output,"Incorrect Numerical Computation, Typo","The maxcut example is used for benchmarking. Bug: an idententy operator was created with a dimension: length**2 (wrong), instead of 2**length (correct).",https://github.com/unitaryfund/mitiq/commit/ce91935c9cc3107eb49f5aad32ded6bf689b777a#diff-84a744185e58a7c6321f2a8098496754f1308cb4eb32f7a573d05818f884e817L82
1697,bug,Classical,unitaryfund/mitiq,03e0d069752a1c92027b5988428ad08249bdd68b,Tutorial and Examples,Failing Test,"Incorrect Randomenss Handling, Flaky Test","In the demo in the getting started guide, there is a circuit with an assert, which 1% of the time it fails",https://github.com/unitaryfund/mitiq/commit/03e0d069752a1c92027b5988428ad08249bdd68b#diff-971176a75f45111290da4474ebd33a77a0e3992711865d8a072e5c20170e3305R224
1702,bug,Quantum,unitaryfund/mitiq,4d260bd6545c20f3b1fefc2c843fb67d1296cb45,Quantum State Evaluation,Incorrect Output,Overlooked Corner Case,"Reporter: ""Folding with fidelities={""single"": 1.0} should not affect single qubit gates, but it does when scale_factor > 3.""",https://github.com/unitaryfund/mitiq/commit/4d260bd6545c20f3b1fefc2c843fb67d1296cb45#diff-58c4c4e3cb99c8097c841f4267e46fe9702e78865350b7eb607653a332f77b52R747
1705,bug,Classical,unitaryfund/mitiq,6f66672740d1322995916dbeb1ffc2f94403baac,Infrastructural Scripts and Glue Code,Incorrect Output,API Outdated - Internal,Wrong qiskit version reported,https://github.com/unitaryfund/mitiq/commit/6f66672740d1322995916dbeb1ffc2f94403baac#diff-e6aaf7f2d3fb4eb198f19ba374b6515a68acd0dd27e7bdfe0b56fb92e76ea57aL44
1721,bug,Classical,aspuru-guzik-group/tequila,d08a1ab5af20263cd2985036ac14e2ed127894a3,Domain-specific Abstractions,Incorrect Output,"Typo, Wrong Identifier","In the Hamiltonian class, the mapping of qubits method generates a dictionary for the mapping, while generating it they use a wrong key.",https://github.com/aspuru-guzik-group/tequila/commit/d08a1ab5af20263cd2985036ac14e2ed127894a3#diff-f1aa40cca079e675fa8b6da5b80dd688a6dae6016f423761368fb055763e36f2L542
1722,bug,Quantum,aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,Simulator,Unclear,Overlooked Corner Case,"Reporter: ""Fixing conflicts in qulacs simulator for comm-branch merge"". In the interface with the Qualcs simulator, the initialization of the initial quantum state had problems.",https://github.com/aspuru-guzik-group/tequila/commit/fd69d263e63ab8a7e05dfcb2776d486f2b964d07#diff-ed0afb278b91bf4b68d8ac86cbf09923b5881181680bdfd6673d148c10875d6fR42
1723,bug,Quantum,aspuru-guzik-group/tequila,30eba3a9bfcdf2062a2f7808c520d1a7c4bd1236,Quantum Abstractions,"Crash - Application Error, Crash",Incorrect Application Logic,"Bug: after the first measurment wiht a target qubit, the second addition of a measurmnet gate raise the ""already measured"" exception, but this is wrong since we might have more than one measurment, if they measure differnet qubits, so the check is done at qubit level (this is the fix).",https://github.com/aspuru-guzik-group/tequila/commit/30eba3a9bfcdf2062a2f7808c520d1a7c4bd1236#diff-ed0afb278b91bf4b68d8ac86cbf09923b5881181680bdfd6673d148c10875d6fR174
1726,bug,Quantum,aspuru-guzik-group/tequila,7f5a90d27de533c48637a0399f482390b7d6c0a1,"Domain-specific Abstractions, Intermediate Representation",Unclear,"Overlooked Qubit Order, Incorrect Application Logic",handles special cases in the hamiltonian mapping,https://github.com/aspuru-guzik-group/tequila/commit/7f5a90d27de533c48637a0399f482390b7d6c0a1#diff-a67ec82f72c8f278cd75ac1d4c177d03ed6f526436bddc348379ece9a1e9d7e0L771
1727,bug,Quantum,aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,Domain-specific Abstractions,Unclear,"Incorrect IR - Wrong Information, Incorrect Application Logic",Fixed conversion fermionic mapping. ,https://github.com/aspuru-guzik-group/tequila/commit/4c08588ab73c8a23537596a728a4b8f489ec4048#diff-be3a917501fbc6bfa3c6326d720511e1984ef2ab5a5ae37203eaec36d6babf1fR227
1729,bug,Quantum,aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,"Simulator, Quantum State Evaluation","Incorrect Final Measurement, Incorrect Output",Incorrect Application Logic,"Fixer: ""sample_all_z_hamiltonian sampling hotfix""",https://github.com/aspuru-guzik-group/tequila/commit/2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7#diff-7ae8f5ea39e939f7f4b40b1c25f41570a7e3ccef93d8b988417cdc42c8bd1e26R371
1733,bug,Quantum,aspuru-guzik-group/tequila,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd,Simulator,Unclear,"Wrong Concept, Incorrect IR - Wrong Information","Fixer: ""fixed mappings for reduced systems on qiskit backend""",https://github.com/aspuru-guzik-group/tequila/commit/27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd#diff-f574ca72cecdd664727cb051e4c4605c3a2fe69772c28395a5ddd3fee759c0c9L176
1734,bug,Classical,aspuru-guzik-group/tequila,69c3d3fa43f4ebe79cc73cef79f3ee18677e2344,Simulator,"Crash - Application Error, Crash",API Outdated - External,"Fixer: ""adapted to newest qiskit version""",https://github.com/aspuru-guzik-group/tequila/commit/69c3d3fa43f4ebe79cc73cef79f3ee18677e2344#diff-f574ca72cecdd664727cb051e4c4605c3a2fe69772c28395a5ddd3fee759c0c9L272
